,datetime,delivery_date,period,period_minutes,price_portugal,price_spain,price_omie,source_file,omie_revision
516,2026-04-06 09:00:00,2026-04-06,37,15,16.37,16.37,16.37,marginalpdbc_20260406.1,1
517,2026-04-06 09:15:00,2026-04-06,38,15,6.74,6.74,6.74,marginalpdbc_20260406.1,1
518,2026-04-06 09:30:00,2026-04-06,39,15,0.47,0.47,0.47,marginalpdbc_20260406.1,1
519,2026-04-06 09:45:00,2026-04-06,40,15,-0.5,-0.5,-0.5,marginalpdbc_20260406.1,1
520,2026-04-06 10:00:00,2026-04-06,41,15,-0.81,-0.81,-0.81,marginalpdbc_20260406.1,1
521,2026-04-06 10:15:00,2026-04-06,42,15,-1.81,-1.81,-1.81,marginalpdbc_20260406.1,1
522,2026-04-06 10:30:00,2026-04-06,43,15,-2.1,-2.1,-2.1,marginalpdbc_20260406.1,1
523,2026-04-06 10:45:00,2026-04-06,44,15,-2.1,-2.1,-2.1,marginalpdbc_20260406.1,1
524,2026-04-06 11:00:00,2026-04-06,45,15,-3.0,-3.0,-3.0,marginalpdbc_20260406.1,1
525,2026-04-06 11:15:00,2026-04-06,46,15,-4.0,-4.0,-4.0,marginalpdbc_20260406.1,1
526,2026-04-06 11:30:00,2026-04-06,47,15,-5.0,-5.0,-5.0,marginalpdbc_20260406.1,1
527,2026-04-06 11:45:00,2026-04-06,48,15,-5.0,-5.0,-5.0,marginalpdbc_20260406.1,1
528,2026-04-06 12:00:00,2026-04-06,49,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
529,2026-04-06 12:15:00,2026-04-06,50,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
530,2026-04-06 12:30:00,2026-04-06,51,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
531,2026-04-06 12:45:00,2026-04-06,52,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
532,2026-04-06 13:00:00,2026-04-06,53,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
533,2026-04-06 13:15:00,2026-04-06,54,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
534,2026-04-06 13:30:00,2026-04-06,55,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
535,2026-04-06 13:45:00,2026-04-06,56,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
536,2026-04-06 14:00:00,2026-04-06,57,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
537,2026-04-06 14:15:00,2026-04-06,58,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
538,2026-04-06 14:30:00,2026-04-06,59,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
539,2026-04-06 14:45:00,2026-04-06,60,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
540,2026-04-06 15:00:00,2026-04-06,61,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
541,2026-04-06 15:15:00,2026-04-06,62,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
542,2026-04-06 15:30:00,2026-04-06,63,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
543,2026-04-06 15:45:00,2026-04-06,64,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
544,2026-04-06 16:00:00,2026-04-06,65,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
545,2026-04-06 16:15:00,2026-04-06,66,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
546,2026-04-06 16:30:00,2026-04-06,67,15,-6.0,-6.0,-6.0,marginalpdbc_20260406.1,1
547,2026-04-06 16:45:00,2026-04-06,68,15,-5.0,-5.0,-5.0,marginalpdbc_20260406.1,1
548,2026-04-06 17:00:00,2026-04-06,69,15,-5.23,-5.23,-5.23,marginalpdbc_20260406.1,1
549,2026-04-06 17:15:00,2026-04-06,70,15,-2.7,-2.7,-2.7,marginalpdbc_20260406.1,1
550,2026-04-06 17:30:00,2026-04-06,71,15,-2.0,-2.0,-2.0,marginalpdbc_20260406.1,1
551,2026-04-06 17:45:00,2026-04-06,72,15,-0.99,-0.99,-0.99,marginalpdbc_20260406.1,1
552,2026-04-06 18:00:00,2026-04-06,73,15,-0.08,-0.08,-0.08,marginalpdbc_20260406.1,1
553,2026-04-06 18:15:00,2026-04-06,74,15,0.0,0.0,0.0,marginalpdbc_20260406.1,1
554,2026-04-06 18:30:00,2026-04-06,75,15,0.01,0.01,0.01,marginalpdbc_20260406.1,1
555,2026-04-06 18:45:00,2026-04-06,76,15,1.0,1.0,1.0,marginalpdbc_20260406.1,1
556,2026-04-06 19:00:00,2026-04-06,77,15,3.08,3.08,3.08,marginalpdbc_20260406.1,1
557,2026-04-06 19:15:00,2026-04-06,78,15,8.01,8.01,8.01,marginalpdbc_20260406.1,1
558,2026-04-06 19:30:00,2026-04-06,79,15,32.06,32.06,32.06,marginalpdbc_20260406.1,1
559,2026-04-06 19:45:00,2026-04-06,80,15,35.01,35.01,35.01,marginalpdbc_20260406.1,1
560,2026-04-06 20:00:00,2026-04-06,81,15,35.0,35.0,35.0,marginalpdbc_20260406.1,1
561,2026-04-06 20:15:00,2026-04-06,82,15,35.02,35.02,35.02,marginalpdbc_20260406.1,1
562,2026-04-06 20:30:00,2026-04-06,83,15,41.79,41.79,41.79,marginalpdbc_20260406.1,1
563,2026-04-06 20:45:00,2026-04-06,84,15,49.14,49.14,49.14,marginalpdbc_20260406.1,1
564,2026-04-06 21:00:00,2026-04-06,85,15,49.05,49.97,49.97,marginalpdbc_20260406.1,1
565,2026-04-06 21:15:00,2026-04-06,86,15,49.99,49.99,49.99,marginalpdbc_20260406.1,1
566,2026-04-06 21:30:00,2026-04-06,87,15,43.63,43.63,43.63,marginalpdbc_20260406.1,1
567,2026-04-06 21:45:00,2026-04-06,88,15,36.44,36.44,36.44,marginalpdbc_20260406.1,1
568,2026-04-06 22:00:00,2026-04-06,89,15,40.93,40.93,40.93,marginalpdbc_20260406.1,1
569,2026-04-06 22:15:00,2026-04-06,90,15,35.5,35.5,35.5,marginalpdbc_20260406.1,1
570,2026-04-06 22:30:00,2026-04-06,91,15,36.0,36.0,36.0,marginalpdbc_20260406.1,1
571,2026-04-06 22:45:00,2026-04-06,92,15,35.02,35.02,35.02,marginalpdbc_20260406.1,1
572,2026-04-06 23:00:00,2026-04-06,93,15,35.5,35.5,35.5,marginalpdbc_20260406.1,1
573,2026-04-06 23:15:00,2026-04-06,94,15,35.01,35.01,35.01,marginalpdbc_20260406.1,1
574,2026-04-06 23:30:00,2026-04-06,95,15,35.01,35.01,35.01,marginalpdbc_20260406.1,1
575,2026-04-06 23:45:00,2026-04-06,96,15,35.0,35.0,35.0,marginalpdbc_20260406.1,1
576,2026-04-07 00:00:00,2026-04-07,1,15,35.01,35.01,35.01,marginalpdbc_20260407.1,1
577,2026-04-07 00:15:00,2026-04-07,2,15,35.01,35.01,35.01,marginalpdbc_20260407.1,1
578,2026-04-07 00:30:00,2026-04-07,3,15,35.0,35.0,35.0,marginalpdbc_20260407.1,1
579,2026-04-07 00:45:00,2026-04-07,4,15,23.9,23.9,23.9,marginalpdbc_20260407.1,1
580,2026-04-07 01:00:00,2026-04-07,5,15,31.83,31.83,31.83,marginalpdbc_20260407.1,1
581,2026-04-07 01:15:00,2026-04-07,6,15,31.0,31.0,31.0,marginalpdbc_20260407.1,1
582,2026-04-07 01:30:00,2026-04-07,7,15,30.0,30.0,30.0,marginalpdbc_20260407.1,1
583,2026-04-07 01:45:00,2026-04-07,8,15,23.89,23.89,23.89,marginalpdbc_20260407.1,1
584,2026-04-07 02:00:00,2026-04-07,9,15,23.9,23.9,23.9,marginalpdbc_20260407.1,1
585,2026-04-07 02:15:00,2026-04-07,10,15,23.64,23.64,23.64,marginalpdbc_20260407.1,1
586,2026-04-07 02:30:00,2026-04-07,11,15,23.43,23.43,23.43,marginalpdbc_20260407.1,1
587,2026-04-07 02:45:00,2026-04-07,12,15,23.25,23.25,23.25,marginalpdbc_20260407.1,1
588,2026-04-07 03:00:00,2026-04-07,13,15,23.25,23.25,23.25,marginalpdbc_20260407.1,1
589,2026-04-07 03:15:00,2026-04-07,14,15,23.12,23.12,23.12,marginalpdbc_20260407.1,1
590,2026-04-07 03:30:00,2026-04-07,15,15,20.89,20.89,20.89,marginalpdbc_20260407.1,1
591,2026-04-07 03:45:00,2026-04-07,16,15,23.12,23.12,23.12,marginalpdbc_20260407.1,1
592,2026-04-07 04:00:00,2026-04-07,17,15,23.25,23.25,23.25,marginalpdbc_20260407.1,1
593,2026-04-07 04:15:00,2026-04-07,18,15,23.38,23.38,23.38,marginalpdbc_20260407.1,1
594,2026-04-07 04:30:00,2026-04-07,19,15,23.43,23.43,23.43,marginalpdbc_20260407.1,1
595,2026-04-07 04:45:00,2026-04-07,20,15,23.64,23.64,23.64,marginalpdbc_20260407.1,1
596,2026-04-07 05:00:00,2026-04-07,21,15,23.9,23.9,23.9,marginalpdbc_20260407.1,1
597,2026-04-07 05:15:00,2026-04-07,22,15,29.67,29.67,29.67,marginalpdbc_20260407.1,1
598,2026-04-07 05:30:00,2026-04-07,23,15,35.0,35.0,35.0,marginalpdbc_20260407.1,1
599,2026-04-07 05:45:00,2026-04-07,24,15,35.0,35.0,35.0,marginalpdbc_20260407.1,1
600,2026-04-07 06:00:00,2026-04-07,25,15,35.3,35.3,35.3,marginalpdbc_20260407.1,1
601,2026-04-07 06:15:00,2026-04-07,26,15,36.68,36.68,36.68,marginalpdbc_20260407.1,1
602,2026-04-07 06:30:00,2026-04-07,27,15,37.26,48.0,48.0,marginalpdbc_20260407.1,1
603,2026-04-07 06:45:00,2026-04-07,28,15,38.26,51.5,51.5,marginalpdbc_20260407.1,1
604,2026-04-07 07:00:00,2026-04-07,29,15,36.68,51.05,51.05,marginalpdbc_20260407.1,1
605,2026-04-07 07:15:00,2026-04-07,30,15,38.26,62.51,62.51,marginalpdbc_20260407.1,1
606,2026-04-07 07:30:00,2026-04-07,31,15,38.26,66.0,66.0,marginalpdbc_20260407.1,1
607,2026-04-07 07:45:00,2026-04-07,32,15,39.84,74.52,74.52,marginalpdbc_20260407.1,1
608,2026-04-07 08:00:00,2026-04-07,33,15,41.07,50.2,50.2,marginalpdbc_20260407.1,1
609,2026-04-07 08:15:00,2026-04-07,34,15,38.26,38.26,38.26,marginalpdbc_20260407.1,1
610,2026-04-07 08:30:00,2026-04-07,35,15,35.1,35.1,35.1,marginalpdbc_20260407.1,1
611,2026-04-07 08:45:00,2026-04-07,36,15,35.01,35.01,35.01,marginalpdbc_20260407.1,1
612,2026-04-07 09:00:00,2026-04-07,37,15,35.54,35.54,35.54,marginalpdbc_20260407.1,1
613,2026-04-07 09:15:00,2026-04-07,38,15,35.01,35.01,35.01,marginalpdbc_20260407.1,1
614,2026-04-07 09:30:00,2026-04-07,39,15,35.0,35.0,35.0,marginalpdbc_20260407.1,1
615,2026-04-07 09:45:00,2026-04-07,40,15,11.98,11.98,11.98,marginalpdbc_20260407.1,1
616,2026-04-07 10:00:00,2026-04-07,41,15,10.81,10.81,10.81,marginalpdbc_20260407.1,1
617,2026-04-07 10:15:00,2026-04-07,42,15,5.81,5.81,5.81,marginalpdbc_20260407.1,1
618,2026-04-07 10:30:00,2026-04-07,43,15,3.08,3.08,3.08,marginalpdbc_20260407.1,1
619,2026-04-07 10:45:00,2026-04-07,44,15,1.5,1.5,1.5,marginalpdbc_20260407.1,1
620,2026-04-07 11:00:00,2026-04-07,45,15,1.06,1.06,1.06,marginalpdbc_20260407.1,1
621,2026-04-07 11:15:00,2026-04-07,46,15,0.84,0.84,0.84,marginalpdbc_20260407.1,1
622,2026-04-07 11:30:00,2026-04-07,47,15,0.84,0.84,0.84,marginalpdbc_20260407.1,1
623,2026-04-07 11:45:00,2026-04-07,48,15,0.01,0.01,0.01,marginalpdbc_20260407.1,1
624,2026-04-07 12:00:00,2026-04-07,49,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
625,2026-04-07 12:15:00,2026-04-07,50,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
626,2026-04-07 12:30:00,2026-04-07,51,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
627,2026-04-07 12:45:00,2026-04-07,52,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
628,2026-04-07 13:00:00,2026-04-07,53,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
629,2026-04-07 13:15:00,2026-04-07,54,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
630,2026-04-07 13:30:00,2026-04-07,55,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
631,2026-04-07 13:45:00,2026-04-07,56,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
632,2026-04-07 14:00:00,2026-04-07,57,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
633,2026-04-07 14:15:00,2026-04-07,58,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
634,2026-04-07 14:30:00,2026-04-07,59,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
635,2026-04-07 14:45:00,2026-04-07,60,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
636,2026-04-07 15:00:00,2026-04-07,61,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
637,2026-04-07 15:15:00,2026-04-07,62,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
638,2026-04-07 15:30:00,2026-04-07,63,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
639,2026-04-07 15:45:00,2026-04-07,64,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
640,2026-04-07 16:00:00,2026-04-07,65,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
641,2026-04-07 16:15:00,2026-04-07,66,15,0.0,0.0,0.0,marginalpdbc_20260407.1,1
642,2026-04-07 16:30:00,2026-04-07,67,15,0.01,0.01,0.01,marginalpdbc_20260407.1,1
643,2026-04-07 16:45:00,2026-04-07,68,15,1.1,1.1,1.1,marginalpdbc_20260407.1,1
644,2026-04-07 17:00:00,2026-04-07,69,15,1.0,1.0,1.0,marginalpdbc_20260407.1,1
645,2026-04-07 17:15:00,2026-04-07,70,15,2.88,2.88,2.88,marginalpdbc_20260407.1,1
646,2026-04-07 17:30:00,2026-04-07,71,15,5.41,5.41,5.41,marginalpdbc_20260407.1,1
647,2026-04-07 17:45:00,2026-04-07,72,15,5.91,5.91,5.91,marginalpdbc_20260407.1,1
648,2026-04-07 18:00:00,2026-04-07,73,15,8.37,8.37,8.37,marginalpdbc_20260407.1,1
649,2026-04-07 18:15:00,2026-04-07,74,15,23.9,23.9,23.9,marginalpdbc_20260407.1,1
650,2026-04-07 18:30:00,2026-04-07,75,15,35.02,35.02,35.02,marginalpdbc_20260407.1,1
651,2026-04-07 18:45:00,2026-04-07,76,15,39.84,39.84,39.84,marginalpdbc_20260407.1,1
652,2026-04-07 19:00:00,2026-04-07,77,15,35.02,35.02,35.02,marginalpdbc_20260407.1,1
653,2026-04-07 19:15:00,2026-04-07,78,15,39.84,39.84,39.84,marginalpdbc_20260407.1,1
654,2026-04-07 19:30:00,2026-04-07,79,15,51.06,51.06,51.06,marginalpdbc_20260407.1,1
655,2026-04-07 19:45:00,2026-04-07,80,15,77.04,77.04,77.04,marginalpdbc_20260407.1,1
656,2026-04-07 20:00:00,2026-04-07,81,15,77.52,77.52,77.52,marginalpdbc_20260407.1,1
657,2026-04-07 20:15:00,2026-04-07,82,15,90.01,90.01,90.01,marginalpdbc_20260407.1,1
658,2026-04-07 20:30:00,2026-04-07,83,15,95.0,95.0,95.0,marginalpdbc_20260407.1,1
659,2026-04-07 20:45:00,2026-04-07,84,15,104.1,104.1,104.1,marginalpdbc_20260407.1,1
660,2026-04-07 21:00:00,2026-04-07,85,15,122.16,122.16,122.16,marginalpdbc_20260407.1,1
661,2026-04-07 21:15:00,2026-04-07,86,15,135.0,135.0,135.0,marginalpdbc_20260407.1,1
662,2026-04-07 21:30:00,2026-04-07,87,15,120.4,120.4,120.4,marginalpdbc_20260407.1,1
663,2026-04-07 21:45:00,2026-04-07,88,15,95.0,95.0,95.0,marginalpdbc_20260407.1,1
664,2026-04-07 22:00:00,2026-04-07,89,15,93.0,93.0,93.0,marginalpdbc_20260407.1,1
665,2026-04-07 22:15:00,2026-04-07,90,15,88.95,88.95,88.95,marginalpdbc_20260407.1,1
666,2026-04-07 22:30:00,2026-04-07,91,15,90.01,90.01,90.01,marginalpdbc_20260407.1,1
667,2026-04-07 22:45:00,2026-04-07,92,15,85.0,85.0,85.0,marginalpdbc_20260407.1,1
668,2026-04-07 23:00:00,2026-04-07,93,15,85.01,85.01,85.01,marginalpdbc_20260407.1,1
669,2026-04-07 23:15:00,2026-04-07,94,15,79.02,79.02,79.02,marginalpdbc_20260407.1,1
670,2026-04-07 23:30:00,2026-04-07,95,15,79.36,79.36,79.36,marginalpdbc_20260407.1,1
671,2026-04-07 23:45:00,2026-04-07,96,15,74.52,74.52,74.52,marginalpdbc_20260407.1,1
672,2026-04-08 00:00:00,2026-04-08,1,15,83.91,83.91,83.91,marginalpdbc_20260408.1,1
673,2026-04-08 00:15:00,2026-04-08,2,15,75.7,75.7,75.7,marginalpdbc_20260408.1,1
674,2026-04-08 00:30:00,2026-04-08,3,15,62.47,62.47,62.47,marginalpdbc_20260408.1,1
675,2026-04-08 00:45:00,2026-04-08,4,15,59.5,59.5,59.5,marginalpdbc_20260408.1,1
676,2026-04-08 01:00:00,2026-04-08,5,15,61.0,61.0,61.0,marginalpdbc_20260408.1,1
677,2026-04-08 01:15:00,2026-04-08,6,15,60.49,60.49,60.49,marginalpdbc_20260408.1,1
678,2026-04-08 01:30:00,2026-04-08,7,15,62.01,62.01,62.01,marginalpdbc_20260408.1,1
679,2026-04-08 01:45:00,2026-04-08,8,15,59.3,59.3,59.3,marginalpdbc_20260408.1,1
680,2026-04-08 02:00:00,2026-04-08,9,15,65.14,65.14,65.14,marginalpdbc_20260408.1,1
681,2026-04-08 02:15:00,2026-04-08,10,15,62.34,62.34,62.34,marginalpdbc_20260408.1,1
682,2026-04-08 02:30:00,2026-04-08,11,15,59.5,59.5,59.5,marginalpdbc_20260408.1,1
683,2026-04-08 02:45:00,2026-04-08,12,15,58.78,58.78,58.78,marginalpdbc_20260408.1,1
684,2026-04-08 03:00:00,2026-04-08,13,15,58.78,58.78,58.78,marginalpdbc_20260408.1,1
685,2026-04-08 03:15:00,2026-04-08,14,15,59.02,59.02,59.02,marginalpdbc_20260408.1,1
686,2026-04-08 03:30:00,2026-04-08,15,15,59.02,59.02,59.02,marginalpdbc_20260408.1,1
687,2026-04-08 03:45:00,2026-04-08,16,15,59.02,59.02,59.02,marginalpdbc_20260408.1,1
688,2026-04-08 04:00:00,2026-04-08,17,15,59.26,59.26,59.26,marginalpdbc_20260408.1,1
689,2026-04-08 04:15:00,2026-04-08,18,15,59.26,59.26,59.26,marginalpdbc_20260408.1,1
690,2026-04-08 04:30:00,2026-04-08,19,15,59.26,59.26,59.26,marginalpdbc_20260408.1,1
691,2026-04-08 04:45:00,2026-04-08,20,15,59.5,59.5,59.5,marginalpdbc_20260408.1,1
692,2026-04-08 05:00:00,2026-04-08,21,15,58.78,58.78,58.78,marginalpdbc_20260408.1,1
693,2026-04-08 05:15:00,2026-04-08,22,15,59.02,59.02,59.02,marginalpdbc_20260408.1,1
694,2026-04-08 05:30:00,2026-04-08,23,15,61.76,61.76,61.76,marginalpdbc_20260408.1,1
695,2026-04-08 05:45:00,2026-04-08,24,15,73.69,73.69,73.69,marginalpdbc_20260408.1,1
696,2026-04-08 06:00:00,2026-04-08,25,15,75.0,75.0,75.0,marginalpdbc_20260408.1,1
697,2026-04-08 06:15:00,2026-04-08,26,15,82.08,82.08,82.08,marginalpdbc_20260408.1,1
698,2026-04-08 06:30:00,2026-04-08,27,15,88.5,88.5,88.5,marginalpdbc_20260408.1,1
699,2026-04-08 06:45:00,2026-04-08,28,15,94.22,94.22,94.22,marginalpdbc_20260408.1,1
700,2026-04-08 07:00:00,2026-04-08,29,15,99.51,99.51,99.51,marginalpdbc_20260408.1,1
701,2026-04-08 07:15:00,2026-04-08,30,15,101.52,101.52,101.52,marginalpdbc_20260408.1,1
702,2026-04-08 07:30:00,2026-04-08,31,15,115.5,115.5,115.5,marginalpdbc_20260408.1,1
703,2026-04-08 07:45:00,2026-04-08,32,15,120.0,120.0,120.0,marginalpdbc_20260408.1,1
704,2026-04-08 08:00:00,2026-04-08,33,15,137.59,148.5,148.5,marginalpdbc_20260408.1,1
705,2026-04-08 08:15:00,2026-04-08,34,15,131.54,131.54,131.54,marginalpdbc_20260408.1,1
706,2026-04-08 08:30:00,2026-04-08,35,15,116.34,116.34,116.34,marginalpdbc_20260408.1,1
707,2026-04-08 08:45:00,2026-04-08,36,15,99.63,99.63,99.63,marginalpdbc_20260408.1,1
708,2026-04-08 09:00:00,2026-04-08,37,15,99.51,99.51,99.51,marginalpdbc_20260408.1,1
709,2026-04-08 09:15:00,2026-04-08,38,15,93.0,93.0,93.0,marginalpdbc_20260408.1,1
710,2026-04-08 09:30:00,2026-04-08,39,15,85.01,85.01,85.01,marginalpdbc_20260408.1,1
711,2026-04-08 09:45:00,2026-04-08,40,15,66.18,66.18,66.18,marginalpdbc_20260408.1,1
712,2026-04-08 10:00:00,2026-04-08,41,15,64.99,64.99,64.99,marginalpdbc_20260408.1,1
713,2026-04-08 10:15:00,2026-04-08,42,15,56.84,56.84,56.84,marginalpdbc_20260408.1,1
714,2026-04-08 10:30:00,2026-04-08,43,15,53.7,53.7,53.7,marginalpdbc_20260408.1,1
715,2026-04-08 10:45:00,2026-04-08,44,15,50.0,50.0,50.0,marginalpdbc_20260408.1,1
716,2026-04-08 11:00:00,2026-04-08,45,15,35.0,35.0,35.0,marginalpdbc_20260408.1,1
717,2026-04-08 11:15:00,2026-04-08,46,15,28.68,28.68,28.68,marginalpdbc_20260408.1,1
718,2026-04-08 11:30:00,2026-04-08,47,15,26.64,26.64,26.64,marginalpdbc_20260408.1,1
719,2026-04-08 11:45:00,2026-04-08,48,15,26.12,26.12,26.12,marginalpdbc_20260408.1,1
720,2026-04-08 12:00:00,2026-04-08,49,15,21.0,21.0,21.0,marginalpdbc_20260408.1,1
721,2026-04-08 12:15:00,2026-04-08,50,15,13.95,13.95,13.95,marginalpdbc_20260408.1,1
722,2026-04-08 12:30:00,2026-04-08,51,15,8.44,8.44,8.44,marginalpdbc_20260408.1,1
723,2026-04-08 12:45:00,2026-04-08,52,15,7.17,7.17,7.17,marginalpdbc_20260408.1,1
724,2026-04-08 13:00:00,2026-04-08,53,15,5.41,5.41,5.41,marginalpdbc_20260408.1,1
725,2026-04-08 13:15:00,2026-04-08,54,15,5.41,5.41,5.41,marginalpdbc_20260408.1,1
726,2026-04-08 13:30:00,2026-04-08,55,15,3.87,3.87,3.87,marginalpdbc_20260408.1,1
727,2026-04-08 13:45:00,2026-04-08,56,15,3.08,3.08,3.08,marginalpdbc_20260408.1,1
728,2026-04-08 14:00:00,2026-04-08,57,15,3.08,3.08,3.08,marginalpdbc_20260408.1,1
729,2026-04-08 14:15:00,2026-04-08,58,15,3.01,3.01,3.01,marginalpdbc_20260408.1,1
730,2026-04-08 14:30:00,2026-04-08,59,15,3.01,3.01,3.01,marginalpdbc_20260408.1,1
731,2026-04-08 14:45:00,2026-04-08,60,15,3.0,3.0,3.0,marginalpdbc_20260408.1,1
732,2026-04-08 15:00:00,2026-04-08,61,15,2.2,2.2,2.2,marginalpdbc_20260408.1,1
733,2026-04-08 15:15:00,2026-04-08,62,15,2.09,2.09,2.09,marginalpdbc_20260408.1,1
734,2026-04-08 15:30:00,2026-04-08,63,15,2.09,2.09,2.09,marginalpdbc_20260408.1,1
735,2026-04-08 15:45:00,2026-04-08,64,15,2.09,2.09,2.09,marginalpdbc_20260408.1,1
736,2026-04-08 16:00:00,2026-04-08,65,15,2.0,2.0,2.0,marginalpdbc_20260408.1,1
737,2026-04-08 16:15:00,2026-04-08,66,15,2.49,2.49,2.49,marginalpdbc_20260408.1,1
738,2026-04-08 16:30:00,2026-04-08,67,15,3.01,3.01,3.01,marginalpdbc_20260408.1,1
739,2026-04-08 16:45:00,2026-04-08,68,15,5.41,5.41,5.41,marginalpdbc_20260408.1,1
740,2026-04-08 17:00:00,2026-04-08,69,15,5.41,5.41,5.41,marginalpdbc_20260408.1,1
741,2026-04-08 17:15:00,2026-04-08,70,15,7.28,7.28,7.28,marginalpdbc_20260408.1,1
742,2026-04-08 17:30:00,2026-04-08,71,15,17.13,17.13,17.13,marginalpdbc_20260408.1,1
743,2026-04-08 17:45:00,2026-04-08,72,15,26.33,26.33,26.33,marginalpdbc_20260408.1,1
744,2026-04-08 18:00:00,2026-04-08,73,15,26.51,26.51,26.51,marginalpdbc_20260408.1,1
745,2026-04-08 18:15:00,2026-04-08,74,15,41.52,41.52,41.52,marginalpdbc_20260408.1,1
746,2026-04-08 18:30:00,2026-04-08,75,15,53.7,53.7,53.7,marginalpdbc_20260408.1,1
747,2026-04-08 18:45:00,2026-04-08,76,15,66.17,66.17,66.17,marginalpdbc_20260408.1,1
748,2026-04-08 19:00:00,2026-04-08,77,15,59.26,59.26,59.26,marginalpdbc_20260408.1,1
749,2026-04-08 19:15:00,2026-04-08,78,15,82.08,82.08,82.08,marginalpdbc_20260408.1,1
750,2026-04-08 19:30:00,2026-04-08,79,15,99.51,101.52,101.52,marginalpdbc_20260408.1,1
751,2026-04-08 19:45:00,2026-04-08,80,15,101.01,120.9,120.9,marginalpdbc_20260408.1,1
752,2026-04-08 20:00:00,2026-04-08,81,15,99.51,105.0,105.0,marginalpdbc_20260408.1,1
753,2026-04-08 20:15:00,2026-04-08,82,15,101.01,134.82,134.82,marginalpdbc_20260408.1,1
754,2026-04-08 20:30:00,2026-04-08,83,15,119.15,141.22,141.22,marginalpdbc_20260408.1,1
755,2026-04-08 20:45:00,2026-04-08,84,15,135.95,135.95,135.95,marginalpdbc_20260408.1,1
756,2026-04-08 21:00:00,2026-04-08,85,15,137.61,153.81,153.81,marginalpdbc_20260408.1,1
757,2026-04-08 21:15:00,2026-04-08,86,15,137.61,141.7,141.7,marginalpdbc_20260408.1,1
758,2026-04-08 21:30:00,2026-04-08,87,15,134.82,134.82,134.82,marginalpdbc_20260408.1,1
759,2026-04-08 21:45:00,2026-04-08,88,15,115.03,115.03,115.03,marginalpdbc_20260408.1,1
760,2026-04-08 22:00:00,2026-04-08,89,15,124.14,124.14,124.14,marginalpdbc_20260408.1,1
761,2026-04-08 22:15:00,2026-04-08,90,15,107.98,107.98,107.98,marginalpdbc_20260408.1,1
762,2026-04-08 22:30:00,2026-04-08,91,15,121.7,121.7,121.7,marginalpdbc_20260408.1,1
763,2026-04-08 22:45:00,2026-04-08,92,15,103.02,103.02,103.02,marginalpdbc_20260408.1,1
764,2026-04-08 23:00:00,2026-04-08,93,15,103.02,103.02,103.02,marginalpdbc_20260408.1,1
765,2026-04-08 23:15:00,2026-04-08,94,15,99.0,99.0,99.0,marginalpdbc_20260408.1,1
766,2026-04-08 23:30:00,2026-04-08,95,15,98.51,98.51,98.51,marginalpdbc_20260408.1,1
767,2026-04-08 23:45:00,2026-04-08,96,15,83.91,83.91,83.91,marginalpdbc_20260408.1,1
768,2026-04-09 00:00:00,2026-04-09,1,15,105.7,105.7,105.7,marginalpdbc_20260409.1,1
769,2026-04-09 00:15:00,2026-04-09,2,15,98.7,98.7,98.7,marginalpdbc_20260409.1,1
770,2026-04-09 00:30:00,2026-04-09,3,15,90.75,90.75,90.75,marginalpdbc_20260409.1,1
771,2026-04-09 00:45:00,2026-04-09,4,15,85.28,85.28,85.28,marginalpdbc_20260409.1,1
